gen,nevals,avg,std,min,max
0,50,-2.742006157487398,6.778479193879568,-7.379008127628303,21.494668464067637
1,57,7.104460184769771,12.030485918334291,-5.765191102784844,48.523536448068484
2,61,20.35334583449752,12.204734335143813,12.732141840936674,48.523536448068484
3,56,29.370676816950063,13.8682843731837,13.009567413221266,48.523536448068484
4,62,37.880861148892734,10.982008207906771,13.009567413221266,48.523536448068484
5,54,44.89314211030946,6.939468249582015,21.648141866523932,57.241098226122716
6,57,47.601430040720004,4.087753527484972,39.20090734553948,57.241098226122716
7,60,50.27106901115801,4.319506622852941,39.56627799644576,57.527729326328526
8,60,53.114122567437995,7.614183351327045,39.56627799644576,75.35455310235676
9,56,56.51728397367651,10.32435977581893,39.34751081973134,75.35455310235676
10,60,58.33066500557253,13.867705425723644,12.969562078607566,75.35455310235676
11,56,66.21043020416683,11.398507917168955,30.662461920298682,75.35455310235676
12,54,71.95567378824835,7.354835716281244,48.40157804100163,75.35455310235676
13,61,73.56653622840906,5.364091670166195,57.37598249381267,75.35455310235676
14,57,75.35455310235676,0.0,75.35455310235676,75.35455310235676
15,59,75.35455310235676,0.0,75.35455310235676,75.35455310235676
