1,2,3,4,5,6,7,8
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,88.72626786119733,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,87.6792564842077,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,90.18704041507841,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,89.24751081973139,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,89.5870404150784,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,88.78626786119733,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,87.66206684551656,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,89.24751081973139,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,87.90206684551657,75.4825471035353,84.59499468596401,88.67520676758504
13.25506787163675,57.601837298482245,22.016393378291664,30.606372453647637,89.59788117912034,75.4825471035353,84.59499468596401,88.67520676758504
