1,2,3,4,5,6,7,8
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,84.79322527308771,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,86.47899466037676,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,65.85581436587435,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,56.85581436587435,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,85.03322527308771,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,84.85550058692485,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,65.83879267830493,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,84.73322527308771,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,65.89968104797994,75.27641489804762,57.62472159231584,39.2731522524128
12.801502968734173,58.00278772623589,12.956574883080753,30.443171938300463,65.90643022995486,75.27641489804762,57.62472159231584,39.2731522524128
