gen,nevals,avg,std,min,max
0,25,3.0734055562134692,18.474446355202,-5.929589143389895,66.5361681949744
1,126,20.498168650962942,24.770541758861356,-5.2832037287379885,65.94321598677138
2,137,56.34035388434546,17.182344487713998,20.460414044382333,75.25379680945984
3,137,72.28591056828043,10.756407560020087,38.79544223743132,86.41504998251861
4,133,81.2525087093206,7.301746251616969,66.17399989261955,86.44510580438043
5,132,84.97687341563343,3.6386624351929218,75.1681175227165,86.44510580438043
6,139,86.41288587595044,0.04996049869342888,86.35504998251862,86.62510580438044
7,136,86.44554649132499,0.473512379242387,84.34586946817495,87.09289246928256
8,136,86.66530704696721,0.22410218319196384,86.41504998251861,87.14814186652396
9,139,86.8154147057106,0.2548678687723377,86.41504998251861,87.15289246928256
10,138,86.96461864087303,0.1984898617802035,86.59642065638158,87.15289246928256
11,133,86.81217181249785,0.5346298080181595,84.52586946817495,87.15289246928256
12,135,87.0626964823465,0.16675982686007707,86.62510580438044,87.15289246928256
13,129,87.07469648234648,0.1585438978621987,86.67289246928254,87.15289246928256
14,136,87.04119770627183,0.20302372919908812,86.38510580438043,87.15289246928256
15,137,87.08582063946402,0.16092825486062937,86.56510580438044,87.15289246928256
16,131,87.11192213017044,0.15795753743060506,86.67289246928256,87.51289246928258
17,136,87.07815724780068,0.18982532956623652,86.62510580438044,87.63991706964768
18,133,87.13515212491174,0.242015240074298,86.65642065638157,87.63991706964768
19,136,87.21984809183614,0.5120153687723186,86.62510580438044,89.19289246928257
20,132,87.40251827593055,0.7342273074871455,86.50510580438043,89.19289246928257
21,139,87.72865045823801,0.7640217066028537,86.68510580438044,89.19289246928257
22,131,88.03010874079901,0.7309516466485252,87.15289246928256,89.62290651349463
23,129,88.29627446936354,0.7063668430340289,87.33991706964767,89.62290651349463
24,134,88.62793838201122,0.6679815194938231,87.36206684551658,89.62290651349463
25,126,88.86427686757625,0.6404146018834737,87.49003982910276,89.62290651349463
26,137,89.0867037557968,0.6754855698107891,87.31315225241282,89.68290651349463
27,137,89.147994989073,0.6142160505041894,86.74510580438043,89.68290651349463
28,129,89.36208032328061,0.44407915320659475,87.63289246928257,89.68290651349463
29,136,89.2707484651907,0.7420978343491654,86.74510580438042,89.68290651349463
30,133,89.31890950528538,0.661139670785909,87.34510580438044,89.68290651349463
