gen,nevals,avg,std,min,max
0,3,9.220459436208243,14.918569151929297,-5.293304824724492,29.738508315678956
1,6,17.99244497673907,15.08500168115611,3.2161748176702627,38.70658072115352
2,7,51.905859760617965,27.402432616689318,20.723356510658355,87.42394224923466
3,7,9.182564075007253,15.210936645491302,-5.43372200355424,30.159358342626604
4,6,15.353755578589544,11.186916519216258,3.1222642182203613,30.159358342626604
5,7,12.181617584833413,7.438829743986743,2.8220558859494,21.021114235098878
6,7,66.91301185647906,16.092552927069043,47.76167537496049,87.13645558296867
7,7,52.13295590690498,25.010891553833048,30.228558876869982,87.13645558296867
8,7,75.56638702776915,19.548946033694616,48.03642065638155,91.52628484395721
9,6,89.82069517485104,0.3929531847114357,89.54283531325274,90.37641489804766
10,7,89.4419671358313,1.8426439629398625,87.13645558296867,91.6466105112725
11,6,90.08292984592276,0.5472212094848133,89.54283531325274,90.83297711225777
12,6,90.99723058954159,0.6213221226815676,90.31003982910278,91.81504998251862
13,6,90.52756838825105,0.157836856136126,90.31003982910278,90.67968822339262
14,6,89.05669083218942,0.9759856902979039,87.9293574474123,90.31003982910278
15,6,89.71166065072664,1.280739733396736,87.93196501081938,90.89297711225777
16,7,90.29726893709686,1.9508373475250878,87.53858578874555,91.7066105112725
17,7,91.2818866037744,0.6383139737933236,90.37968822339262,91.75936107665804
18,7,91.70275700168787,0.07940312822507056,91.6466105112725,91.81504998251862
19,5,91.25723344096463,0.6732878372248358,90.31003982910278,91.81504998251862
20,6,91.63558967242018,0.015585819773655842,91.61354799471559,91.6466105112725
