gen,nevals,avg,std,min,max
0,100,5.338181006399034,18.628526625419738,-6.0867747269123065,66.27968822339258
1,92,6.785981537884681,21.84973412699322,-6.028278520230698,75.28626719449063
2,89,2.9507041087251547,17.504645945125233,-5.996452088619021,75.22544845445559
3,92,4.090868866809027,19.179263828504023,-6.525029657843462,66.30964054567593
4,90,5.504035329865984,18.752464985842142,-6.246106765481563,75.1828888400368
5,91,6.873851975237178,22.291419456335404,-6.654152520183219,89.72544845445562
6,90,6.716909640629129,22.365062599330965,-6.0867747269123065,88.89480889721519
7,92,4.517340085277156,17.60740984026681,-6.210600077024653,66.74772657195336
8,93,5.741830291625729,18.07490359453347,-6.654152520183219,75.16811752271649
9,95,7.086930518611317,20.005418598399356,-6.124683390894205,66.87603602059674
10,93,6.081476973061379,21.365981620286192,-6.520621127558696,75.11112204166712
11,91,3.2905161610668467,18.138207052490795,-6.52795791762255,75.20698639161586
12,90,2.6958652430235848,16.798686070506847,-6.52795791762255,75.20698639161586
13,88,2.5090261800928952,15.4615283393851,-6.100318952020064,65.96931473973873
14,91,-0.10036216330605598,13.394076785259585,-6.2166061010848646,66.26990021702643
15,93,1.2812720617046012,15.261606050545584,-6.20455776256869,85.6435364480685
16,92,2.734601450957891,18.649550028683542,-6.0867747269123065,86.68737060368045
17,86,-0.42201163548811316,12.560561502397263,-6.261491684321042,66.25699681219052
18,85,-0.6135811192574,13.134855156813726,-6.284134161070802,66.25699681219052
19,90,0.5302027920036085,16.183519503105828,-6.335054251498059,75.1194670135993
20,94,2.4314228481123283,16.472597584381205,-6.077642243349034,66.62936197187234
