gen,nevals,avg,std,min,max
0,25,-4.582314135554107,3.7836086538997757,-7.253470382684528,11.494215939871772
1,136,0.2649934984053757,5.433383403251871,-5.8944028342648505,12.515203066509343
2,137,7.6054985207530335,7.972486974481854,-5.370638028127662,30.07574420258547
3,138,11.381037510851586,6.001054322455818,3.691732302598794,21.76355803717005
4,134,18.43610573368556,4.817348709436936,12.454822555520437,30.089203355959476
5,138,20.600037205595232,3.76699638739775,12.882006187583244,30.49466846406764
6,137,21.292729380320253,4.682835646603585,12.279688223392586,30.63870783429057
7,128,25.245498889242068,5.007705767715588,12.823850267426169,30.706695175275506
8,137,27.739543347592143,4.092856235543225,21.742504627972213,30.706695175275506
9,136,26.673218425263677,5.021153799461927,12.774253326286797,30.706695175275506
10,140,26.695449015287966,4.348002788674139,21.747726571953372,30.701682633451966
11,139,26.01251030649712,4.398634975362233,21.62936197187234,30.701682633451966
12,132,26.340823266476278,4.370774697796408,21.73214184093667,30.691732302598794
13,138,26.360563118124333,4.38616349084698,21.76355803717005,30.691732302598794
14,139,25.66681889160275,4.367571486969298,21.763558037170053,30.691732302598794
15,130,26.013422068935743,4.382901079558517,21.774253326286797,30.691732302598794
16,132,26.04426850581938,4.432072760622952,21.711732969305466,30.711732969305462
17,135,24.982185223683803,4.24965934482547,21.76355803717005,30.711732969305462
18,134,24.608530075468916,4.099921591272775,21.763558037170046,30.706695175275502
19,140,25.335153967017835,4.319600089418749,21.76889138314541,30.686794020958217
20,131,25.698158595424147,4.396064034110629,21.721885340769482,30.691732302598798
21,134,27.12312422967929,4.3468020109869245,21.64814186652393,30.69669509194092
22,142,27.47313516783673,4.250038409698888,21.785064242391016,30.70168263345196
23,135,28.89555861902173,3.5442656436979934,21.785064242391016,30.70168263345196
24,136,29.22447975073877,3.2639548053284995,21.696695091940924,30.691732302598794
25,143,29.234734451088233,3.2764477633848825,21.66728120673463,30.711732969305466
26,139,28.125192220551536,4.709731970162618,12.801502968734171,30.711732969305466
27,133,28.127896225405983,4.768251726056942,12.801502968734171,30.711732969305466
28,138,29.91587619838702,2.408936721379147,21.701682633451966,30.691732302598794
29,135,30.29698822417863,1.7403222986239766,21.774253326286793,30.706695175275502
30,138,29.939808850251502,2.4295000507348514,21.696695091940924,30.706695175275502
