gen,nevals,avg,std,min,max
0,3,-5.670154267487003,0.3771469640198625,-6.091309882077698,-5.176149732573829
1,59,-5.475110327127013,0.2313794069350654,-5.739792912179234,-5.176149732573829
2,58,-5.242525957610607,0.09387015766614121,-5.375278407684165,-5.176149732573829
3,56,-5.176149732573829,0.0,-5.176149732573829,-5.176149732573829
4,55,-5.176149732573829,0.0,-5.176149732573829,-5.176149732573829
5,54,-5.176149732573829,0.0,-5.176149732573829,-5.176149732573829
6,57,-5.176149732573829,0.0,-5.176149732573829,-5.176149732573829
7,60,-5.176149732573828,5.127900497022837e-16,-5.176149732573829,-5.176149732573828
8,61,-5.176149732573829,5.127900497022837e-16,-5.176149732573829,-5.176149732573828
9,56,-5.176149732573828,5.127900497022837e-16,-5.176149732573829,-5.176149732573828
10,59,-5.176149732573828,0.0,-5.176149732573828,-5.176149732573828
11,58,-5.176149732573828,0.0,-5.176149732573828,-5.176149732573828
12,61,-5.176149732573828,0.0,-5.176149732573828,-5.176149732573828
13,54,-5.176149732573829,7.251946429389431e-16,-5.176149732573829,-5.176149732573828
14,62,-5.174261153395269,0.002670854287933371,-5.176149732573828,-5.170483995038151
15,57,-5.176149732573828,0.0,-5.176149732573828,-5.176149732573828
