gen,nevals,avg,std,min,max
0,3,4.608208934094017,12.23153490669289,-5.308267697401206,21.840944700785467
1,60,13.714388630135439,18.65508142088587,-2.7080502011022105,39.80704314910979
2,62,21.804302560145896,7.182014378861,13.009567413221262,30.601837298482252
3,56,33.75739041247231,15.091918810106414,13.009567413221262,48.46661051127248
4,59,42.686199045706296,4.087368145350318,39.7959933129232,48.46661051127248
5,57,42.63725317073126,4.225133698206211,39.53193985886486,48.6109282701835
6,60,51.534604542294765,8.402185688048823,39.652892469282534,57.59282822853987
7,58,51.455229625547105,8.496881910227653,39.43931836898447,57.557582289478205
8,62,39.5890119856116,7.206264178676535,30.84094470078547,48.49061166337202
9,62,54.426322327431386,4.19834435341062,48.49061166337202,57.51520306650934
10,58,57.48657667358078,0.003292344997137504,57.482547103535296,57.49061166337202
11,61,48.42916919303332,7.345677642992288,39.494668464067644,57.486571253835024
12,61,51.48525154991356,8.478622768271965,39.494668464067644,57.482547103535296
13,57,54.49627183733386,4.2203972005264525,48.527729326328526,57.482547103535296
14,60,54.517672651721966,4.195811486079384,48.58389959779558,57.48657125383501
15,54,51.45645107160849,4.26263723672402,48.3029065134946,57.4825471035353
