gen,nevals,avg,std,min,max
0,40,-3.818582420368061,6.562857354725117,-7.282073658093465,30.30290651349459
1,142,-1.738842495248735,6.742079381181523,-5.609471795184961,21.588353948144956
2,154,4.41181291764547,9.30405880775408,-5.43372200355424,30.643413725327985
3,141,11.041730546035728,6.3916180740072654,2.702890680066064,21.67212383121042
4,144,16.734095839887594,5.854653399561433,3.6293619718723367,30.652892469282527
5,147,18.157320032189403,5.009711559922067,12.652892469282529,30.652892469282527
6,139,19.01735861113451,4.428979002201598,3.950143992750462,21.747726571953372
7,147,19.684838629116296,3.5988160953095956,13.009567413221262,21.852505523186544
8,141,21.20211395552159,4.7672388850048115,12.9001335721758,39.28957298262513
9,145,23.44433463787177,4.031245751809781,21.478539082137754,39.28957298262513
10,146,25.677971539464863,5.187554876747177,12.82951600496185,30.696695091940924
11,143,26.98542824779821,5.502685904266865,12.870101285076927,39.3029065134946
12,137,31.839848027705358,6.07740925261119,21.657665748035193,48.07041085661011
13,147,36.657353525671525,5.999610320326778,21.185869468174936,48.19185751001956
14,147,38.46681316025451,5.492780275928908,30.44317193830046,48.19185751001956
15,149,41.571922520429624,6.739782867287257,21.76355803717005,48.47057091248857
16,145,44.014066020806084,5.544115607361272,30.5489615464343,48.47057091248857
17,140,47.10613934212571,4.497099500771357,30.5489615464343,57.013547994715566
18,144,48.43739153430731,5.006930717561923,21.829516004961846,57.02873816020953
19,142,49.772077002677904,3.8729921802216083,39.379599134282856,57.02873816020953
20,148,48.88503575217752,5.687043646603145,30.502831774706795,57.02873816020953
21,146,51.53502375748248,7.794023241839763,30.40528862039816,65.8472673052959
22,141,53.70131802973278,9.407420736463825,21.4165036912183,65.8472673052959
23,149,55.88489141258899,7.166671220517509,30.597322618127716,65.8472673052959
24,144,56.98938985781526,5.586774570017784,48.04416263053517,65.8472673052959
25,144,57.21048455335225,6.695151280687234,39.59732261812772,65.8472673052959
26,142,58.76000490745446,5.987049034137243,39.36521039683075,65.8472673052959
27,147,58.7593021211261,6.001881132872687,48.0338532608763,65.8472673052959
28,146,60.98012060171838,5.197588584673172,48.16226955283406,65.8472673052959
29,145,62.29166251885108,5.542530598202971,47.875316609105795,65.8472673052959
30,141,62.30692418968522,8.335149450546005,21.711732969305462,65.8472673052959
